"","id","player_fifa_api_id","player_api_id","overall_rating","potential","preferred_foot","attacking_work_rate","defensive_work_rate","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","free_kick_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","marking","standing_tackle","sliding_tackle","gk_diving","gk_handling","gk_kicking","gk_positioning","gk_reflexes","EMC$class"
"20854",8489,184941,50047,86,87,"right","high","high",77,85,65,79,78,88,78,77,73,85,89,85,90,84,87,82,85,85,66,80,80,42,85,78,77,30,39,35,10,10,15,12,13,4
"20855",8490,184941,50047,86,87,"right","high","high",76,85,60,80,78,88,78,77,73,87,89,85,91,84,87,82,84,86,64,80,80,42,85,78,77,30,39,35,10,10,15,12,13,4
"20856",8491,184941,50047,86,88,"right","high","high",76,85,60,80,78,88,78,77,73,87,89,85,91,84,87,82,84,86,64,80,80,42,85,78,77,30,39,35,10,10,15,12,13,4
"20857",8492,184941,50047,86,88,"right","high","high",76,85,60,80,78,88,78,77,73,87,89,85,91,84,87,82,72,86,64,80,80,42,85,78,77,30,39,35,10,10,15,12,13,4
"20858",8500,184941,50047,82,88,"right","high","high",75,79,59,77,76,85,74,70,70,84,89,86,91,81,86,77,66,76,69,73,69,42,82,78,73,30,42,36,10,10,15,12,13,4
"20859",8501,184941,50047,82,88,"right","high","high",75,79,59,77,76,85,74,70,70,84,89,86,91,81,86,77,66,76,69,73,69,42,82,78,73,30,42,36,10,10,15,12,13,4
"20860",8502,184941,50047,82,88,"right","high","high",75,79,59,77,76,85,74,70,70,84,89,86,91,81,86,77,66,76,69,73,69,42,82,78,73,30,42,36,10,10,15,12,13,4
"20861",8503,184941,50047,82,88,"right","high","high",75,75,59,77,76,85,74,70,70,84,89,86,91,81,86,77,66,76,69,76,69,42,82,78,73,30,42,36,10,10,15,12,13,4
"20862",8504,184941,50047,82,88,"right","high","high",75,75,59,77,76,85,74,70,70,84,89,86,91,81,86,77,66,76,69,76,69,42,82,78,73,30,42,36,10,10,15,12,13,4
"20863",8505,184941,50047,83,86,"right","high","high",74,74,59,76,76,84,74,70,70,83,89,85,90,80,86,77,66,76,69,75,69,42,81,77,73,30,42,36,10,10,15,12,13,4
"20864",8506,184941,50047,83,88,"right","high","high",74,74,59,76,76,84,74,70,70,83,89,85,90,80,86,77,66,76,69,75,69,42,81,77,73,30,42,36,10,10,15,12,13,4
"20865",5337,202493,189192,79,81,"right","high","high",75,67,58,78,48,84,69,46,64,82,89,93,79,78,79,84,82,90,68,61,82,73,73,72,51,68,69,70,8,7,8,12,12,1
"20866",5338,202493,189192,79,81,"right","high","high",72,67,39,76,48,84,69,46,64,82,89,93,79,77,79,84,82,90,68,61,82,64,73,72,51,56,61,63,8,7,8,12,12,1
"20867",5339,202493,189192,79,82,"right","high","high",72,67,39,76,48,84,69,46,64,82,89,93,79,77,79,84,82,90,68,61,82,64,73,72,51,56,61,63,8,7,8,12,12,1
"20868",5340,202493,189192,79,82,"right","high","high",72,67,39,76,48,84,69,46,64,82,89,93,80,77,79,84,82,90,68,61,82,64,73,72,51,56,61,63,8,7,8,12,12,1
"20869",5341,202493,189192,76,80,"right","high","high",71,66,38,73,47,80,68,45,63,80,89,93,81,75,79,83,82,89,68,60,81,42,72,71,50,32,38,34,7,6,7,11,11,4
"20870",5342,202493,189192,76,80,"right","high","high",71,66,38,73,47,80,68,45,63,80,89,93,81,75,79,83,82,89,68,60,81,42,72,71,50,32,38,34,7,6,7,11,11,4
"20871",5343,202493,189192,76,80,"right","high","high",71,66,38,73,47,80,68,45,63,80,89,93,81,75,79,83,82,89,68,60,81,42,72,71,50,32,38,34,7,6,7,11,11,4
"20872",5344,202493,189192,76,80,"right","high","high",71,66,38,73,47,80,68,45,63,80,89,93,81,75,79,83,82,89,68,60,81,38,72,71,50,20,35,24,7,6,7,11,11,4
"20873",5345,202493,189192,76,80,"right","high","high",71,66,38,73,47,80,68,45,63,80,89,93,81,75,73,83,82,89,68,60,81,38,72,71,50,20,35,24,7,6,7,11,11,4
"20874",5346,202493,189192,76,80,"right","high","high",71,66,38,70,47,80,57,45,63,79,89,93,81,75,73,83,82,89,68,60,81,38,72,69,50,20,35,24,7,6,7,11,11,4
"20875",5347,202493,189192,75,78,"right","high","high",71,58,38,67,47,80,57,45,63,77,89,93,78,75,73,83,78,89,68,60,77,38,72,66,50,20,35,24,7,6,7,11,11,4
"20876",12377,45471,33792,76,83,"right","medium","medium",81,51,47,77,21,78,69,63,71,79,90,86,72,82,64,64,66,82,73,74,74,81,76,62,72,85,73,76,8,25,71,25,25,2
"20877",12378,45471,33792,76,83,"right","medium","medium",81,51,47,77,21,78,69,63,71,79,90,86,72,82,64,64,66,82,73,74,74,81,76,62,72,85,73,76,8,25,71,25,25,2
"20878",12379,45471,33792,77,83,"right","medium","medium",81,51,47,77,21,78,69,72,71,79,90,86,72,82,64,64,66,82,73,74,74,81,76,62,72,80,82,76,8,6,71,12,9,2
"20879",4433,20556,25926,70,72,"right","medium","medium",62,58,47,69,55,70,77,60,62,68,90,86,80,59,74,56,67,74,80,62,60,65,67,79,60,34,46,32,8,8,62,12,9,2
"20880",21085,5231,32577,72,81,"right","medium","medium",53,57,68,63,24,58,53,41,57,57,90,92,77,74,62,70,61,73,74,53,84,72,76,61,64,73,74,65,5,15,57,6,5,2
"20881",21086,5231,32577,69,81,"right","medium","medium",53,57,68,63,24,58,53,41,57,57,90,92,77,74,62,70,61,73,72,53,84,72,76,61,64,73,74,65,5,15,57,6,5,2
"20882",21087,5231,32577,69,81,"right","medium","medium",53,57,68,63,24,58,53,64,57,57,90,92,77,74,62,70,61,73,72,53,84,72,76,61,64,73,74,65,5,9,57,7,9,2
"20883",18560,159145,26344,80,87,"right","medium","medium",63,82,77,65,69,76,58,64,48,75,90,86,74,81,75,81,75,75,84,74,59,75,74,67,71,41,34,34,9,20,48,20,20,2
"20884",18561,159145,26344,78,87,"right","medium","medium",63,78,75,65,69,76,58,64,48,75,90,86,74,81,75,81,75,75,82,74,59,75,74,67,71,41,34,34,9,20,48,20,20,2
"20885",9752,204830,282467,70,78,"right","medium","medium",71,57,44,64,47,84,66,50,61,81,90,85,86,51,71,58,64,66,50,68,45,38,55,51,58,25,25,24,5,6,12,9,6,4
"20886",9753,204830,282467,70,78,"right","medium","medium",71,57,44,64,47,84,66,50,61,81,90,85,86,51,71,58,64,66,50,68,45,38,55,51,58,25,25,24,5,6,12,9,6,4
"20887",9754,204830,282467,70,78,"right","medium","medium",71,57,44,64,47,84,66,50,61,81,90,85,86,51,71,58,64,66,50,68,45,38,55,51,58,25,25,24,5,6,12,9,6,4
"20888",10844,203299,246414,76,82,"right","medium","medium",71,70,64,71,70,82,80,48,61,75,90,90,84,74,72,78,66,71,63,75,50,24,69,70,66,18,26,24,10,13,12,11,6,4
"20889",8914,205342,211139,67,74,"right","medium","medium",47,66,58,61,59,73,52,45,52,56,90,89,79,58,71,65,58,64,59,64,33,23,75,58,69,25,32,35,6,14,11,13,7,4
"20890",8915,205342,211139,67,74,"right","medium","medium",47,66,58,61,59,73,52,45,52,56,90,89,79,58,71,65,58,64,59,64,33,23,75,58,69,25,32,35,6,14,11,13,7,4
"20891",10750,176571,95955,81,85,"left","medium","medium",81,77,74,83,64,81,73,56,70,82,90,85,86,83,81,78,72,82,74,76,72,62,76,72,70,53,61,70,9,5,11,6,14,4
"20892",21388,209769,503629,72,77,"right","medium","medium",65,70,58,60,67,75,77,66,49,73,90,85,91,65,70,73,85,70,44,74,61,32,66,68,55,22,37,21,8,9,11,9,13,4
"20893",6942,212031,396888,62,73,"right","medium","medium",59,44,49,56,46,64,47,44,53,62,90,86,70,56,70,56,55,58,48,54,53,40,53,60,50,37,43,44,7,13,10,15,8,4
"20894",6943,212031,396888,62,73,"right","medium","medium",59,44,49,56,46,64,47,44,53,62,90,86,70,56,70,56,55,58,48,54,53,40,53,60,50,37,43,44,7,13,10,15,8,4
"20895",6944,212031,396888,61,72,"right","medium","medium",59,44,49,56,46,64,47,44,53,60,90,86,70,56,70,56,55,58,44,54,53,40,53,57,50,37,43,44,7,13,10,15,8,4
"20896",6945,212031,396888,61,72,"right","medium","medium",59,44,49,56,46,64,47,44,53,60,90,86,70,56,70,56,55,58,44,54,53,40,53,57,50,37,43,44,7,13,10,15,8,4
"20897",6946,212031,396888,61,72,"right","medium","medium",59,44,49,56,46,64,47,44,53,60,90,86,70,56,70,56,55,58,44,54,53,40,53,57,50,37,43,44,7,13,10,15,8,4
"20898",7612,189272,147735,73,74,"right","medium","medium",70,70,67,71,68,74,68,54,62,75,90,91,67,74,64,86,81,68,77,69,76,28,70,59,60,18,37,27,7,16,10,12,11,4
"20899",7613,189272,147735,73,75,"right","medium","medium",70,70,67,71,68,74,68,54,62,75,90,91,67,74,64,86,81,68,77,69,76,28,70,59,60,18,37,27,7,16,10,12,11,4
"20900",7614,189272,147735,73,76,"right","medium","medium",70,70,67,71,68,74,68,54,62,75,90,91,67,74,64,86,81,68,77,69,76,28,70,59,60,18,37,27,7,16,10,12,11,4
"20901",7615,189272,147735,73,76,"right","medium","medium",70,68,67,71,68,73,68,54,62,74,90,91,67,74,64,86,81,68,77,69,76,28,70,59,60,18,37,27,7,16,10,12,11,4
"20902",7616,189272,147735,73,78,"right","medium","medium",70,68,67,71,68,73,68,54,62,74,90,91,67,74,64,86,81,68,77,69,76,28,70,59,60,18,37,27,7,16,10,12,11,4
"20903",7617,189272,147735,72,77,"right","medium","medium",67,68,67,71,68,73,68,54,62,74,90,91,67,74,64,86,81,68,77,69,74,28,70,59,60,18,20,27,7,16,10,12,11,4
"20904",21392,209769,503629,71,78,"right","medium","medium",63,73,57,57,66,78,72,45,48,74,90,87,89,66,70,62,84,70,44,52,50,35,65,74,54,21,26,20,7,8,10,8,12,4
"20905",12755,171897,31045,81,82,"left","medium","medium",85,66,58,76,68,84,69,76,76,83,90,85,87,80,90,80,75,86,63,79,71,74,73,78,73,68,75,72,6,9,9,10,9,1
"20906",15917,167905,35327,83,85,"right","medium","medium",84,62,65,81,69,83,81,65,68,81,90,90,81,84,74,81,63,82,73,63,73,42,81,85,71,42,49,51,15,10,9,6,6,4
"20907",15918,167905,35327,83,85,"right","medium","medium",86,62,65,81,69,83,81,65,68,81,90,90,81,84,74,81,63,82,73,63,73,42,81,85,71,42,49,51,15,10,9,6,6,4
"20908",15919,167905,35327,83,85,"right","medium","medium",86,62,65,81,69,83,81,65,68,81,90,90,81,84,74,81,63,82,73,63,73,42,81,85,71,42,49,51,15,10,9,6,6,4
"20909",15920,167905,35327,84,85,"right","medium","medium",87,62,65,81,69,83,81,65,68,81,90,90,81,84,74,81,63,82,73,63,73,42,81,85,71,42,49,51,15,10,9,6,6,4
"20910",15921,167905,35327,84,85,"right","medium","medium",87,62,65,81,69,83,81,65,68,81,90,90,81,84,74,81,63,82,73,63,73,42,81,85,71,42,49,51,15,10,9,6,6,4
"20911",15922,167905,35327,83,85,"right","medium","medium",87,66,65,81,69,83,81,65,68,81,90,90,81,83,65,84,63,82,73,64,73,42,80,85,71,42,49,51,15,10,9,6,6,4
"20912",659,202330,201915,72,75,"left","medium","medium",67,78,66,69,66,68,53,49,63,66,90,91,87,72,81,65,79,77,58,57,51,43,76,68,63,43,44,46,12,14,8,7,9,4
"20913",660,202330,201915,72,75,"left","medium","medium",67,78,66,69,66,68,53,49,63,66,90,91,87,72,81,65,79,77,58,57,51,43,76,68,63,43,44,46,12,14,8,7,9,4
"20914",661,202330,201915,71,74,"left","medium","medium",66,77,66,69,64,67,52,49,63,64,90,91,87,70,81,63,79,77,58,57,51,43,76,67,63,43,44,46,12,14,8,7,9,4
"20915",662,202330,201915,71,74,"left","medium","medium",66,77,66,69,64,67,52,49,63,64,90,91,87,70,81,63,79,77,58,57,51,43,76,67,63,43,44,46,12,14,8,7,9,4
"20916",13737,214997,432950,73,86,"right","medium","medium",68,70,52,75,48,77,72,49,67,75,90,90,91,65,73,60,50,90,54,73,40,44,64,73,48,45,50,43,12,9,8,7,15,4
"20917",13738,214997,432950,73,86,"right","medium","medium",68,70,52,75,48,77,72,49,67,75,90,90,91,65,73,60,50,90,54,73,40,44,64,73,48,45,50,43,12,9,8,7,15,4
"20918",5357,202493,189192,70,74,"right","medium","medium",68,53,37,60,46,71,56,44,49,69,90,92,77,77,72,74,78,91,64,59,76,37,69,57,49,11,24,11,7,6,7,11,11,4
"20919",5358,202493,189192,69,74,"right","medium","medium",64,53,37,60,46,71,56,44,47,66,90,92,83,75,72,73,73,91,64,59,76,37,69,57,49,11,24,11,7,6,7,11,11,4
"20920",7164,198784,196386,78,86,"right","medium","medium",72,69,33,76,58,85,66,52,69,82,90,89,84,74,88,74,65,75,73,76,65,40,73,70,68,36,47,43,15,8,5,8,8,4
"20921",7165,198784,196386,78,86,"right","medium","medium",72,69,33,76,58,85,66,52,69,82,90,89,84,74,88,74,65,75,73,76,65,40,73,70,68,36,47,43,15,8,5,8,8,4
"20922",7166,198784,196386,77,85,"right","medium","medium",69,69,33,75,58,85,66,52,69,82,90,89,84,68,88,74,65,75,73,76,65,40,72,70,68,36,47,43,15,8,5,8,8,4
"20923",7167,198784,196386,77,85,"right","medium","medium",69,69,33,75,58,85,66,52,69,82,90,89,84,66,88,74,65,75,73,76,62,33,72,70,68,31,41,43,15,8,5,8,8,4
"20924",7168,198784,196386,77,85,"right","medium","medium",69,69,33,75,58,85,66,52,69,81,90,89,84,66,88,74,65,74,73,76,62,33,72,70,68,31,41,43,15,8,5,8,8,4
"20925",7169,198784,196386,77,85,"right","medium","medium",69,69,33,75,58,85,66,52,69,81,90,89,84,66,88,74,65,74,73,76,62,33,72,70,68,31,41,43,15,8,5,8,8,4
"20926",4589,110375,45605,75,78,"left","high","medium",63,61,32,67,35,77,67,57,46,80,90,91,84,83,62,65,64,81,61,58,70,75,71,74,72,21,21,18,10,21,46,21,21,2
"20927",4590,110375,45605,74,78,"left","high","medium",61,69,32,67,35,77,67,57,46,80,90,91,84,83,62,59,64,81,61,58,57,75,71,74,72,21,21,18,10,21,46,21,21,2
"20928",8498,184941,50047,84,88,"right","high","medium",75,83,60,77,78,88,74,71,73,85,90,85,91,82,86,78,72,76,64,80,72,42,81,78,73,30,39,35,10,10,15,12,13,4
"20929",8499,184941,50047,84,88,"right","high","medium",75,83,60,77,77,88,74,71,70,85,90,86,91,81,86,78,66,76,59,80,69,42,81,78,73,30,39,35,10,10,15,12,13,4
"20930",17475,193632,80262,65,72,"left","high","medium",64,61,40,57,52,70,67,51,51,71,90,90,81,55,73,71,70,65,61,63,43,44,55,61,62,25,25,25,13,11,14,11,13,4
"20931",17476,193632,80262,66,72,"left","high","medium",65,61,40,57,52,71,60,51,51,72,90,90,81,55,73,71,70,66,61,63,43,44,55,66,62,25,25,25,13,11,14,11,13,4
"20932",17477,193632,80262,66,72,"left","high","medium",65,57,40,57,52,71,60,51,51,72,90,90,81,55,73,71,70,66,61,63,43,44,55,66,62,12,13,11,13,11,14,11,13,4
"20933",17478,193632,80262,67,73,"left","high","medium",67,57,40,60,55,73,60,51,51,72,90,90,81,55,73,72,70,66,61,65,43,44,58,62,62,12,13,11,13,11,14,11,13,4
"20934",17479,193632,80262,67,73,"left","high","medium",64,57,43,60,55,73,60,51,51,71,90,90,81,54,73,72,70,66,61,65,49,44,58,62,62,12,13,11,13,11,14,11,13,4
"20935",17480,193632,80262,68,73,"left","high","medium",63,57,43,60,55,73,60,51,51,71,90,90,81,54,73,72,70,66,61,65,49,44,58,61,62,12,13,11,13,11,14,11,13,4
"20936",17481,193632,80262,69,73,"left","high","medium",65,61,43,62,55,73,60,51,51,71,90,90,81,54,73,72,70,66,61,68,49,44,58,61,62,12,13,11,13,11,14,11,13,4
"20937",17637,152908,23354,79,79,"right","high","medium",80,72,40,73,74,82,82,77,69,80,90,86,84,76,83,76,57,73,48,75,45,46,73,80,70,24,29,50,15,9,14,15,14,4
"20938",17638,152908,23354,79,79,"right","high","medium",80,72,40,73,74,82,82,77,69,80,90,86,84,76,83,76,57,73,48,75,45,46,73,80,70,24,29,50,15,9,14,15,14,4
"20939",17639,152908,23354,79,79,"right","high","medium",80,72,40,73,74,82,82,77,69,80,90,86,84,76,83,76,57,73,48,75,45,46,73,80,70,24,29,50,15,9,14,15,14,4
"20940",17640,152908,23354,79,79,"right","high","medium",80,72,40,73,74,82,82,77,69,80,90,86,84,76,83,76,57,73,48,75,45,46,73,80,70,24,29,50,15,9,14,15,14,4
"20941",17641,152908,23354,80,80,"right","high","medium",80,72,40,73,74,83,82,77,70,81,90,87,85,76,83,76,57,75,48,75,45,46,74,81,70,24,29,50,15,9,14,15,14,4
"20942",17642,152908,23354,80,80,"right","high","medium",81,73,40,73,74,83,82,81,70,81,90,87,85,76,83,76,57,75,48,75,45,46,74,81,72,24,29,50,15,9,14,15,14,4
"20943",17643,152908,23354,80,80,"right","high","medium",82,73,40,73,74,83,82,81,70,81,90,87,87,76,83,76,57,77,48,75,45,46,74,81,74,24,29,50,15,9,14,15,14,4
"20944",17644,152908,23354,80,80,"right","high","medium",82,73,40,73,74,83,84,84,70,81,90,87,87,76,83,76,57,77,48,75,45,46,74,81,74,24,29,50,15,9,14,15,14,4
"20945",17645,152908,23354,81,81,"right","high","medium",85,73,40,73,74,84,84,84,70,82,90,87,88,76,83,76,57,79,48,75,45,46,74,83,74,24,29,50,15,9,14,15,14,4
"20946",17646,152908,23354,82,84,"right","high","medium",86,74,40,73,74,85,84,84,70,83,90,88,89,76,83,77,57,79,48,77,45,46,76,83,74,24,29,50,15,9,14,15,14,4
"20947",17647,152908,23354,82,84,"right","high","medium",86,74,40,73,74,85,84,84,70,83,90,88,89,76,83,77,57,79,48,77,45,46,76,83,74,24,29,50,15,9,14,15,14,4
"20948",17648,152908,23354,82,86,"right","high","medium",86,74,40,73,74,85,84,84,70,83,90,88,89,76,83,77,57,79,48,77,45,46,76,83,74,24,29,50,15,9,14,15,14,4
"20949",17649,152908,23354,82,86,"right","high","medium",86,74,40,73,74,85,84,84,70,83,90,88,89,76,83,77,57,79,48,77,45,46,76,83,74,24,29,50,15,9,14,15,14,4
"20950",1344,221841,519835,67,83,"right","high","medium",45,71,57,59,56,67,68,61,55,64,90,92,76,61,88,65,75,72,58,67,78,36,70,48,68,20,17,21,10,13,13,12,7,4
"20951",1345,221841,519835,67,83,"right","high","medium",45,71,57,59,56,67,68,61,55,64,90,92,76,61,88,65,75,72,58,67,78,36,70,48,68,20,17,21,10,13,13,12,7,4
"20952",10822,203299,246414,79,83,"right","high","medium",79,74,70,74,76,84,82,55,64,80,90,91,86,80,77,80,74,72,70,77,47,25,80,77,68,19,31,25,11,14,13,12,7,4
"20953",10823,203299,246414,79,84,"right","high","medium",79,74,70,74,76,84,82,55,64,80,90,91,86,80,77,80,74,72,70,77,47,25,80,77,68,19,31,25,11,14,13,12,7,4
"20954",10824,203299,246414,79,84,"right","high","medium",79,74,70,74,76,84,82,55,64,80,90,91,86,80,80,80,74,72,70,77,47,25,80,77,68,19,31,25,11,14,13,12,7,4
"20955",10825,203299,246414,79,85,"right","high","medium",79,74,70,74,76,84,82,55,64,80,90,91,86,80,80,80,74,72,70,77,47,25,80,77,68,19,31,25,11,14,13,12,7,4
"20956",10826,203299,246414,79,84,"right","high","medium",79,74,70,74,76,84,82,55,64,80,90,91,86,80,80,80,74,72,70,77,47,25,80,77,68,19,31,25,11,14,13,12,7,4
"20957",10827,203299,246414,79,84,"right","high","medium",79,74,70,74,76,83,82,55,64,80,90,91,86,81,80,81,74,72,70,78,47,25,81,77,68,19,31,25,11,14,13,12,7,4
"20958",10828,203299,246414,80,85,"right","high","medium",80,75,70,75,76,84,82,55,65,80,90,91,86,82,80,81,74,78,70,78,47,25,81,78,68,19,31,25,11,14,13,12,7,4
"20959",10829,203299,246414,80,85,"right","high","medium",80,75,70,75,76,83,81,55,65,80,90,91,86,82,80,81,74,82,70,78,55,25,81,78,68,19,31,25,11,14,13,12,7,4
"20960",5502,143076,45220,77,83,"right","high","medium",72,66,35,75,70,83,79,71,68,80,90,79,91,73,93,76,70,74,55,72,55,22,72,70,73,25,25,20,7,10,11,8,5,4
"20961",5503,143076,45220,78,83,"right","high","medium",72,66,35,76,70,85,79,72,68,82,90,79,91,73,93,76,70,74,55,74,55,22,72,70,73,25,25,20,7,10,11,8,5,4
"20962",13743,183898,46509,86,86,"left","high","medium",91,75,53,82,77,88,83,72,81,86,90,90,90,80,79,88,72,79,64,79,76,47,84,83,73,37,63,61,10,7,11,12,11,4
"20963",13752,183898,46509,86,88,"left","high","medium",90,74,53,81,77,86,84,70,82,85,90,88,90,77,81,88,72,77,64,78,76,53,81,84,73,42,51,60,10,7,11,12,11,4
"20964",9978,229321,668820,72,74,"right","high","medium",67,69,43,59,55,75,65,42,42,70,90,90,74,71,80,80,47,74,58,61,72,41,75,58,62,27,27,30,14,12,9,5,11,4
"20965",9979,229321,668820,72,74,"right","high","medium",67,69,43,59,55,75,65,42,42,70,90,90,74,71,80,80,47,74,58,61,72,41,75,58,62,27,27,30,14,12,9,5,11,4
"20966",12756,171897,31045,81,82,"left","high","medium",85,66,58,76,68,84,69,76,76,83,90,85,87,80,90,80,75,86,63,79,71,74,73,78,73,68,75,72,6,9,9,10,9,1
"20967",12757,171897,31045,81,85,"left","high","medium",85,66,58,75,68,84,69,76,76,83,90,85,87,80,90,80,75,86,63,79,71,73,73,78,73,67,75,72,6,9,9,10,9,1
"20968",12758,171897,31045,81,85,"left","high","medium",85,66,58,75,68,84,69,76,76,83,90,85,87,80,90,80,75,86,63,79,71,73,73,78,73,67,75,72,6,9,9,10,9,1
"20969",12763,171897,31045,82,85,"left","high","medium",84,66,53,73,68,85,69,76,74,83,90,86,85,79,91,80,75,84,61,79,67,58,72,77,73,56,55,55,6,9,9,10,9,4
"20970",12764,171897,31045,78,81,"left","high","medium",77,63,36,68,59,78,67,76,64,76,90,87,85,79,90,81,75,81,54,76,47,48,72,74,73,43,44,40,6,9,9,10,9,4
"20971",656,202330,201915,73,76,"left","high","medium",67,80,66,69,69,68,53,49,63,61,90,91,87,73,81,70,79,78,58,63,51,43,78,66,63,43,44,46,12,14,8,7,9,4
"20972",657,202330,201915,73,76,"left","high","medium",67,80,66,69,69,68,53,49,63,61,90,91,87,73,81,70,79,78,58,63,51,43,78,68,63,43,44,46,12,14,8,7,9,4
"20973",658,202330,201915,72,75,"left","high","medium",67,78,66,69,66,68,53,49,63,63,90,91,87,72,81,68,79,78,58,63,51,43,76,68,63,43,44,46,12,14,8,7,9,4
"20974",4587,110375,45605,76,79,"left","high","medium",64,67,32,67,35,77,67,67,46,80,90,91,84,83,62,77,64,81,61,61,73,22,79,74,68,17,15,18,11,9,8,5,12,4
"20975",4588,110375,45605,76,79,"left","high","medium",64,67,32,67,35,77,67,57,46,80,90,91,84,83,62,77,64,81,61,58,73,22,79,74,68,17,15,18,11,9,8,5,12,4
"20976",5867,204166,156534,66,72,"right","high","medium",63,58,54,62,63,69,68,66,63,64,90,86,87,56,78,79,70,81,58,74,44,47,51,61,52,31,56,48,6,6,8,13,13,4
"20977",13734,214997,432950,74,86,"right","high","medium",70,69,48,74,48,77,73,64,70,77,90,91,85,70,86,76,50,86,39,72,40,44,67,73,48,45,50,43,12,9,8,7,15,4
"20978",13735,214997,432950,74,86,"right","high","medium",68,70,52,74,48,77,72,64,70,77,90,91,90,70,82,76,50,90,55,72,40,44,67,73,48,45,50,43,12,9,8,7,15,4
"20979",13736,214997,432950,74,86,"right","high","medium",68,70,52,74,48,77,72,64,70,77,90,90,90,70,82,76,50,90,54,72,40,44,67,73,48,45,50,43,12,9,8,7,15,4
"20980",14502,211300,413557,78,86,"right","high","medium",67,81,72,75,74,85,73,54,58,81,90,88,84,81,80,80,81,79,80,68,62,42,80,64,71,21,18,17,9,8,8,15,11,4
"20981",14503,211300,413557,78,84,"right","high","medium",67,81,72,75,74,85,73,54,58,81,90,88,84,81,80,80,81,79,80,68,62,42,80,64,71,21,18,17,9,8,8,15,11,4
"20982",14504,211300,413557,80,86,"right","high","medium",67,81,72,75,74,85,73,54,58,81,90,88,84,81,80,80,81,79,80,68,62,42,80,64,71,21,18,17,9,8,8,15,11,4
"20983",148,152747,30895,77,77,"right","high","medium",78,66,28,76,68,84,63,55,54,81,90,89,93,74,92,62,71,75,56,57,57,37,71,73,62,30,34,35,14,7,7,16,11,4
"20984",2285,193177,181211,75,77,"left","high","medium",75,52,57,71,59,68,65,34,64,71,90,86,76,71,82,66,84,80,75,65,69,72,65,61,53,74,76,74,11,15,6,11,12,1
"20985",2286,193177,181211,75,80,"left","high","medium",75,52,57,71,59,68,65,34,64,71,90,86,76,71,82,66,84,80,75,65,69,72,65,61,53,74,76,74,11,15,6,11,12,1
"20986",2287,193177,181211,71,77,"left","high","medium",74,51,52,70,58,71,64,33,63,72,90,86,76,75,66,65,81,78,69,64,70,72,69,60,52,68,74,67,10,14,5,10,11,1
"20987",2288,193177,181211,71,77,"left","high","medium",74,51,52,70,58,71,64,33,63,72,90,86,76,75,66,65,81,78,68,64,70,72,69,60,52,68,73,67,10,14,5,10,11,1
"20988",2289,193177,181211,71,77,"left","high","medium",73,51,52,70,58,71,64,33,63,72,90,86,76,75,66,65,81,78,68,64,70,72,69,60,52,68,73,67,10,14,5,10,11,1
"20989",2290,193177,181211,71,77,"left","high","medium",73,51,52,70,58,71,64,33,63,72,90,86,76,75,66,65,81,78,68,64,70,72,69,60,52,68,73,67,10,14,5,10,11,1
"20990",7163,198784,196386,78,86,"right","high","medium",72,69,33,76,58,85,66,52,69,82,90,89,84,74,88,74,65,75,73,76,65,40,73,70,68,36,47,43,15,8,5,8,8,4
"20991",10218,210536,118359,66,69,"right","high","medium",55,65,58,51,52,67,39,39,38,60,90,92,82,63,82,65,72,63,55,54,32,37,74,49,49,24,25,22,13,6,5,12,9,4
"20992",10219,210536,118359,68,75,"right","high","medium",55,75,58,51,52,67,39,39,38,65,90,92,82,63,82,65,72,63,55,54,32,37,74,49,49,24,25,22,13,6,5,12,9,4
"20993",15459,216079,299374,68,73,"right","high","medium",64,62,41,61,50,71,42,33,51,71,90,91,89,66,87,56,51,82,39,43,45,29,63,60,55,23,26,28,6,8,4,5,5,4
"20994",15460,216079,299374,67,72,"left","high","medium",59,58,39,59,44,71,39,30,49,71,90,91,89,65,87,51,45,82,33,38,42,22,63,58,51,23,26,28,6,8,4,5,5,4
"20995",15461,216079,299374,67,72,"left","high","medium",59,53,39,59,44,71,39,30,49,71,90,91,89,62,87,51,45,82,33,38,42,22,62,58,51,23,26,28,6,8,4,5,5,4
"20996",15462,216079,299374,67,72,"left","high","medium",59,53,39,59,44,71,39,30,49,71,90,91,89,62,87,51,45,82,33,38,44,22,62,58,51,23,26,28,6,8,4,5,5,4
"20997",17467,193632,80262,68,71,"left","medium","low",64,62,41,59,57,72,70,68,56,70,90,90,81,61,76,75,70,65,63,64,44,45,61,62,63,13,14,12,14,12,15,12,14,4
"20998",17468,193632,80262,68,72,"left","medium","low",64,62,41,59,57,72,70,68,56,70,90,90,81,61,76,75,70,65,63,64,44,45,61,62,63,13,14,12,14,12,15,12,14,4
"20999",9750,204830,282467,69,78,"right","medium","low",63,57,54,64,47,84,66,50,61,81,90,88,91,51,72,58,72,70,56,68,45,38,55,51,58,25,25,24,5,6,12,9,6,4
"21000",9751,204830,282467,69,78,"right","medium","low",63,57,54,64,47,84,66,50,61,81,90,88,91,51,72,58,72,70,56,68,45,38,55,51,58,25,25,24,5,6,12,9,6,4
